Id,Nome,Categoria,Sub-categoria,Valor,Sistema ,Fisico ,Situação,Data,Motivo,Resolvido ? ,Como ?
23974,Tampa de vidro com lente traseira para iPhone X Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone X,"300,00",2,2,OK,2025-08-15,,,
23982,Tampa de vidro com lente traseira para iPhone X Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone X,"300,00",2,2,OK,2025-08-15,,,
25378,Flex sensor / Alto falante - iPhone X,Manutenção Flex do Sensor,M. iPhone X,"300,00",3,3,OK,2025-08-15,,,
26056,Lente de vidro da câmera traseira para iPhone X - Avulsa,Manutenção Câmera,M. iPhone X,"200,00",3,3,OK,2025-08-15,,,
26326,Vidro e touchscreen com LCD iPhone SE 3 - Preto,Manutenção LCD/ Touch,M. iPhone SE 3,"700,00",2,2,OK,2025-08-15,,,
26583,Tampa de vidro para iPhone SE 3 - Meia-noite,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 3,"400,00",1,1,OK,2025-08-15,,,
27192,Câmera traseira do iPhone SE 3°,Manutenção Câmera,M. iPhone SE 3,"500,00",2,2,OK,2025-08-15,,,
27973,Baterias do iphone SE 3,Manutenção Bateria,M. iPhone SE 3,"650,00",1,1,OK,2025-08-15,,,
25160,Bateria de iPhone SE 2,Manutenção Bateria,M. iPhone SE 2,"300,00",3,3,OK,2025-08-15,,,
25259,Tampa Traseira iPhone SE 2 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"300,00",1,1,OK,2025-08-15,,,
25260,Tampa Traseira iPhone SE 2 - Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"300,00",1,1,OK,2025-08-15,,,
25261,Tampa Traseira iPhone SE 2 - Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone SE 2,"300,00",1,1,OK,2025-08-15,,,
26450,Câmera traseira do iPhone SE 2°,Manutenção Câmera,M. iPhone SE 2,"300,00",1,1,OK,2025-08-15,,,
20833,Conector de Carga iPhone SE - Preto,Manutenção Conector,M. iPhone SE,"0,00",9,9,OK,2025-08-15,,,
20834,Conector de Carga iPhone SE - Branco,Manutenção Conector,M. iPhone SE,"0,00",5,5,OK,2025-08-15,,,
21227,Câmera Traseira - iPhone SE,Manutenção Câmera,M. iPhone SE,"150,00",6,6,OK,2025-08-15,,,
21286,Bateria de iPhone 5SE,Manutenção Bateria,M. iPhone SE,"100,00",2,2,OK,2025-08-15,,,
24101,Vidro e touchscreen com LCD iPhone SE - Branco ,Manutenção LCD/ Touch,M. iPhone SE,"400,00",2,2,OK,2025-08-15,,,
24102,Vidro e touchscreen com LCD iPhone SE - Preto ,Manutenção LCD/ Touch,M. iPhone SE,"400,00",2,2,OK,2025-08-15,,,
21583,Tampa Traseira iPhone 8 Plus - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",2,2,OK,2025-08-15,,,
21698,Bateria de iPhone 8 Plus,Manutenção Bateria,M. iPhone 8 Plus,"300,00",3,3,OK,2025-08-15,,,
21909,Conector de Carga iPhone 8 Plus - Branco,Manutenção Conector,M. iPhone 8 Plus,"0,00",2,2,OK,2025-08-15,,,
21910,Conector de Carga iPhone 8 Plus - Preto,Manutenção Conector,M. iPhone 8 Plus,"0,00",5,5,OK,2025-08-15,,,
21911,Câmera Traseira - iPhone 8 Plus,Manutenção Câmera,M. iPhone 8 Plus,"0,00",3,3,OK,2025-08-15,,,
21912,Câmera Frontal e Sensor de Proximidade - iPhone 8 Plus,Manutenção Câmera,M. iPhone 8 Plus,"0,00",4,4,OK,2025-08-15,,,
21913,Speaker - iPhone 8 Plus,Manutenção Speaker,M. iPhone 8 Plus,"300,00",4,4,OK,2025-08-15,,,
21914,Alto-Falante iPhone 8 Plus,Manutenção Alto Falante,M. iPhone 8 Plus,"150,00",3,3,OK,2025-08-15,,,
21915,Flex Power/Volume - iPhone 8 Plus,Manutenção Vibra / Volume / Power,M. iPhone 8 Plus,"300,00",6,6,OK,2025-08-15,,,
22002,Lente de Vidro da Câmera iPhone 8 Plus - Rose,Manutenção Câmera,M. iPhone 8 Plus,"200,00",1,1,OK,2025-08-15,,,
22578,Motor do Vibra - iPhone 8 Plus,Manutenção Vibra / Volume / Power,M. iPhone 8 Plus,"0,00",3,3,OK,2025-08-15,,,
22854,Carcaça Completa iPhone 8 Plus - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",1,1,OK,2025-08-15,,,
23977,Tampa de vidro com lente traseira para iPhone 8 Plus Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",1,1,OK,2025-08-15,,,
23979,Tampa de vidro com lente traseira para iPhone 8 Plus Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",1,1,OK,2025-08-15,,,
23981,Câmera Traseira para iPhone 8 Plus,Manutenção Câmera,M. iPhone 8 Plus,"200,00",1,1,OK,2025-08-15,,,
23985,Flex de Conector de Carga para iPhone 8 Plus Branco,Manutenção Conector,M. iPhone 8 Plus,"300,00",1,1,OK,2025-08-15,,,
23988,Flex de Conector de Carga para iPhone 8 Plus Preto,Manutenção Conector,M. iPhone 8 Plus,"300,00",5,5,OK,2025-08-15,,,
24023,Aro com carcaça metalica para iPhone 8 Plus Preto,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"400,00",1,1,OK,2025-08-15,,,
24026,Aro com carcaça metalica para iPhone 8 Plus Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"400,00",1,1,OK,2025-08-15,,,
24028,Aro com carcaça metalica para iPhone 8 Plus Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"400,00",1,1,OK,2025-08-15,,,
24030,Aro com carcaça metalica para iPhone 8 Plus Vermelho,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"400,00",1,1,OK,2025-08-15,,,
24108,Vidro e touchscreen com LCD iPhone 8 Plus - Branco,Manutenção LCD/ Touch,M. iPhone 8 Plus,"500,00",2,2,OK,2025-08-15,,,
24109,Vidro e touchscreen com LCD iPhone 8 Plus - Preto,Manutenção LCD/ Touch,M. iPhone 8 Plus,"500,00",3,3,OK,2025-08-15,,,
24121,Câmera Frontal e Sensor para iPhone 8 Plus,Manutenção Câmera,M. iPhone 8 Plus,"200,00",1,1,OK,2025-08-15,,,
24432,Tampa de vidro com lente traseira para iPhone 8 Plus - Preta,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8 Plus,"300,00",2,2,OK,2025-08-15,,,
21574,Tampa Traseira iPhone 8 - Branco,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"0,00",4,4,OK,2025-08-15,,,
21576,Tampa Traseira iPhone 8 - Dourado,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"0,00",1,0,Divergente,2025-08-15,Codigo antigo ,Sim,
21696,Bateria de iPhone 8,Manutenção Bateria,M. iPhone 8,"250,00",3,3,OK,2025-08-15,,,
21917,Conector de Carga iPhone 8 - Branco,Manutenção Conector,M. iPhone 8,"0,00",5,5,OK,2025-08-15,,,
21920,Speaker - iPhone 8/SE 2,Manutenção Speaker,M. iPhone 8,"300,00",3,3,OK,2025-08-15,,,
21921,Alto-Falante iPhone 8/SE 2,Manutenção Alto Falante,M. iPhone 8,"200,00",4,4,OK,2025-08-15,,,
21923,Flex Power/Volume - iPhone 8/SE 2,Manutenção Vibra / Volume / Power,M. iPhone 8,"300,00",7,7,OK,2025-08-15,,,
22306,Carcaça Completa iPhone 8 - Branca,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"200,00",1,1,OK,2025-08-15,,,
22307,Carcaça Completa iPhone 8 - Dourada,Manutenção Carcaça/Vidro Traseiro,M. iPhone 8,"200,00",1,1,OK,2025-08-15,,,
22859,Lente de Vidro da Câmera iPhone 8 - Dourado,Manutenção Câmera,M. iPhone 8,"100,00",2,2,OK,2025-08-15,,,
22988,Motor do Vibra - iPhone 8/SE 2,Manutenção Vibra / Volume / Power,M. iPhone 8,"0,00",1,1,OK,2025-08-15,,,
